Subject,Predicate,Object
<https://github.com/traitecoevo/APD/0000126>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#MeasuredCharacteristic>,<http://purl.dataone.org/odo/ECSO_00000619>
<https://github.com/traitecoevo/APD/0000126>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#MeasuredCharacteristic>,<http://purl.obolibrary.org/obo/PATO_0001470>
<https://github.com/traitecoevo/APD/0000126>,<http://semanticscience.org/resource/SIO_000147>,<http://purl.obolibrary.org/obo/CHEBI_28694>
<https://github.com/traitecoevo/APD/0000126>,<http://semanticscience.org/resource/SIO_000147>,<http://purl.obolibrary.org/obo/PATO_0001487>
<https://github.com/traitecoevo/APD/0000126>,<http://semanticscience.org/resource/SIO_000147>,<http://purl.obolibrary.org/obo/CHEBI_27027>
<https://github.com/traitecoevo/APD/0000126>,<http://semanticscience.org/resource/SIO_000147>,<http://purl.obolibrary.org/obo/ENVO_01000628>
<https://github.com/traitecoevo/APD/0000126>,<http://www.w3.org/2004/02/skos/core#exactMatch>,'Litter copper content per litter dry mass [TOP589] (https://top-thesaurus.org/index)'^^[xsd:string]
<https://github.com/traitecoevo/APD/0000126>,<http://www.w3.org/2004/02/skos/core#exactMatch>,'Litter (leaf) copper (Cu) content per leaf litter dry mass [TRY:947] (https://www.try-db.org/de/de.php)'^^[xsd:string]
<https://github.com/traitecoevo/APD/0000128>,<http://www.w3.org/2004/02/skos/core#altLabel>,'leaf_senesced_Fe_per_dry_mass'^^[xsd:string]
<https://github.com/traitecoevo/APD/0000128>,<http://www.w3.org/2000/01/rdf-schema#label>,'Senesced leaf iron (Fe) content per unit leaf dry mass'^^[xsd:string]
<https://github.com/traitecoevo/APD/0000128>,<http://purl.org/dc/terms/description>,'The ratio [PATO:0001470] of the mass [PATO:0000125] of iron [CHEBI:18248] in a senescent [PATO:0001487] leaf [PO:0025034] (leaf litter [ENVO:01000628]) to the senescent leaf dry mass [TO:0001014].'@en
<https://github.com/traitecoevo/APD/0000128>,<http://www.w3.org/2000/01/rdf-schema#comment>,"'Includes measurements on leaf analogs, including cladodes and phylloclades.'@en"
<https://github.com/traitecoevo/APD/0000128>,<http://www.w3.org/2004/02/skos/core#inScheme>,'https://github.com/traitecoevo/APD'^^[xsd:string]
<https://github.com/traitecoevo/APD/0000128>,<http://terminologies.gfbio.org/terms/ETS/valueType>,<http://purl.obolibrary.org/obo/STATO_0000251>
<https://github.com/traitecoevo/APD/0000128>,<http://terminologies.gfbio.org/terms/ETS/minAllowedValue>,'1'^^[xsd:double]
<https://github.com/traitecoevo/APD/0000128>,<http://terminologies.gfbio.org/terms/ETS/maxAllowedValue>,'10000'^^[xsd:double]
<https://github.com/traitecoevo/APD/0000128>,<http://terminologies.gfbio.org/terms/ETS/expectedUnit>,'mg/kg'^^[xsd:string]
<https://github.com/traitecoevo/APD/0000128>,<https://w3id.org/uom/UCUM_code>,'mg/kg'^^[xsd:string]
<https://github.com/traitecoevo/APD/0000128>,<http://terminologies.gfbio.org/terms/ETS/expectedUnit>,<https://w3id.org/uom/mg.kg-1>
<https://github.com/traitecoevo/APD/0000128>,<http://www.w3.org/2004/02/skos/core#broader>,<https://github.com/traitecoevo/APD/0000108>
<https://github.com/traitecoevo/APD/0000128>,<http://purl.org/dc/terms/created>,'14/07/2021'^^[xsd:date]
<https://github.com/traitecoevo/APD/0000128>,<http://www.w3.org/2004/02/skos/core#changeNote>,'senesced_leaf_Fe_per_dry_mass'^^[xsd:string]
<https://github.com/traitecoevo/APD/0000128>,<https://w3id.org/iadopt/ont/hasContextObject>,<http://purl.obolibrary.org/obo/PO_0025034>
<https://github.com/traitecoevo/APD/0000128>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#MeasuredCharacteristic>,<http://purl.obolibrary.org/obo/PATO_0000125>
<https://github.com/traitecoevo/APD/0000128>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#MeasuredCharacteristic>,<http://purl.dataone.org/odo/ECSO_00000619>
<https://github.com/traitecoevo/APD/0000128>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#MeasuredCharacteristic>,<http://purl.obolibrary.org/obo/PATO_0001470>
<https://github.com/traitecoevo/APD/0000128>,<http://semanticscience.org/resource/SIO_000147>,<http://purl.obolibrary.org/obo/CHEBI_18248>
<https://github.com/traitecoevo/APD/0000128>,<http://semanticscience.org/resource/SIO_000147>,<http://purl.obolibrary.org/obo/PATO_0001487>
<https://github.com/traitecoevo/APD/0000128>,<http://semanticscience.org/resource/SIO_000147>,<http://purl.obolibrary.org/obo/CHEBI_27027>
<https://github.com/traitecoevo/APD/0000128>,<http://semanticscience.org/resource/SIO_000147>,<http://purl.obolibrary.org/obo/ENVO_01000628>
<https://github.com/traitecoevo/APD/0000128>,<http://www.w3.org/2004/02/skos/core#exactMatch>,'Litter iron content per litter dry mass [TOP590] (https://top-thesaurus.org/index)'^^[xsd:string]
<https://github.com/traitecoevo/APD/0000128>,<http://www.w3.org/2004/02/skos/core#exactMatch>,'Litter (leaf) iron (Fe) content per leaf litter dry mass [TRY:950] (https://www.try-db.org/de/de.php)'^^[xsd:string]
<https://github.com/traitecoevo/APD/0000130>,<http://www.w3.org/2004/02/skos/core#altLabel>,'leaf_senesced_K_per_dry_mass'^^[xsd:string]
<https://github.com/traitecoevo/APD/0000130>,<http://www.w3.org/2000/01/rdf-schema#label>,'Senesced leaf potassium (K) content per unit leaf dry mass'^^[xsd:string]
<https://github.com/traitecoevo/APD/0000130>,<http://purl.org/dc/terms/description>,'The ratio [PATO:0001470] of the mass [PATO:0000125] of potassium [CHEBI:26216] in a senescent [PATO:0001487] leaf [PO:0025034] (leaf litter [ENVO:01000628]) to the senescent leaf dry mass [TO:0001014].'@en
<https://github.com/traitecoevo/APD/0000130>,<http://www.w3.org/2000/01/rdf-schema#comment>,"'Includes measurements on leaf analogs, including cladodes and phylloclades.'@en"
<https://github.com/traitecoevo/APD/0000130>,<http://www.w3.org/2004/02/skos/core#inScheme>,'https://github.com/traitecoevo/APD'^^[xsd:string]
<https://github.com/traitecoevo/APD/0000130>,<http://terminologies.gfbio.org/terms/ETS/valueType>,<http://purl.obolibrary.org/obo/STATO_0000251>
<https://github.com/traitecoevo/APD/0000130>,<http://terminologies.gfbio.org/terms/ETS/minAllowedValue>,'0.1'^^[xsd:double]
<https://github.com/traitecoevo/APD/0000130>,<http://terminologies.gfbio.org/terms/ETS/maxAllowedValue>,'100'^^[xsd:double]
<https://github.com/traitecoevo/APD/0000130>,<http://terminologies.gfbio.org/terms/ETS/expectedUnit>,'mg/g'^^[xsd:string]
<https://github.com/traitecoevo/APD/0000130>,<https://w3id.org/uom/UCUM_code>,'mg/g'^^[xsd:string]
<https://github.com/traitecoevo/APD/0000130>,<http://terminologies.gfbio.org/terms/ETS/expectedUnit>,<https://w3id.org/uom/mg.g-1>
<https://github.com/traitecoevo/APD/0000130>,<http://www.w3.org/2004/02/skos/core#broader>,<https://github.com/traitecoevo/APD/0000108>
<https://github.com/traitecoevo/APD/0000130>,<http://purl.org/dc/terms/created>,'14/07/2021'^^[xsd:date]
<https://github.com/traitecoevo/APD/0000130>,<http://www.w3.org/2004/02/skos/core#changeNote>,'senesced_leaf_K_per_dry_mass'^^[xsd:string]
<https://github.com/traitecoevo/APD/0000130>,<https://w3id.org/iadopt/ont/hasContextObject>,<http://purl.obolibrary.org/obo/PO_0025034>
<https://github.com/traitecoevo/APD/0000130>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#MeasuredCharacteristic>,<http://purl.obolibrary.org/obo/PATO_0000125>
<https://github.com/traitecoevo/APD/0000130>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#MeasuredCharacteristic>,<http://purl.dataone.org/odo/ECSO_00000619>
<https://github.com/traitecoevo/APD/0000130>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#MeasuredCharacteristic>,<http://purl.obolibrary.org/obo/PATO_0001470>
<https://github.com/traitecoevo/APD/0000130>,<http://semanticscience.org/resource/SIO_000147>,<http://purl.obolibrary.org/obo/CHEBI_26216>
<https://github.com/traitecoevo/APD/0000130>,<http://semanticscience.org/resource/SIO_000147>,<http://purl.obolibrary.org/obo/PATO_0001487>
<https://github.com/traitecoevo/APD/0000130>,<http://semanticscience.org/resource/SIO_000147>,<http://purl.obolibrary.org/obo/CHEBI_33937>
<https://github.com/traitecoevo/APD/0000130>,<http://semanticscience.org/resource/SIO_000147>,<http://purl.obolibrary.org/obo/ENVO_01000628>
<https://github.com/traitecoevo/APD/0000130>,<http://www.w3.org/2004/02/skos/core#exactMatch>,'Litter potassium content per litter dry mass [TOP598] (https://top-thesaurus.org/index)'^^[xsd:string]
<https://github.com/traitecoevo/APD/0000130>,<http://www.w3.org/2004/02/skos/core#exactMatch>,'Litter (leaf) potassium (K) content per leaf litter dry mass [TRY:958] (https://www.try-db.org/de/de.php)'^^[xsd:string]
<https://github.com/traitecoevo/APD/0000132>,<http://www.w3.org/2004/02/skos/core#altLabel>,'leaf_senesced_Mg_per_dry_mass'^^[xsd:string]
<https://github.com/traitecoevo/APD/0000132>,<http://www.w3.org/2000/01/rdf-schema#label>,'Senesced leaf magnesium (Mg) content per unit leaf dry mass'^^[xsd:string]
<https://github.com/traitecoevo/APD/0000132>,<http://purl.org/dc/terms/description>,'The ratio [PATO:0001470] of the mass [PATO:0000125] of magnesium [CHEBI:25107] in a senescent [PATO:0001487] leaf [PO:0025034] (leaf litter [ENVO:01000628]) to the senescent leaf dry mass [TO:0001014].'@en
<https://github.com/traitecoevo/APD/0000132>,<http://www.w3.org/2000/01/rdf-schema#comment>,"'Includes measurements on leaf analogs, including cladodes and phylloclades.'@en"
<https://github.com/traitecoevo/APD/0000132>,<http://www.w3.org/2004/02/skos/core#inScheme>,'https://github.com/traitecoevo/APD'^^[xsd:string]
<https://github.com/traitecoevo/APD/0000132>,<http://terminologies.gfbio.org/terms/ETS/valueType>,<http://purl.obolibrary.org/obo/STATO_0000251>
<https://github.com/traitecoevo/APD/0000132>,<http://terminologies.gfbio.org/terms/ETS/minAllowedValue>,'0.01'^^[xsd:double]
<https://github.com/traitecoevo/APD/0000132>,<http://terminologies.gfbio.org/terms/ETS/maxAllowedValue>,'100'^^[xsd:double]
<https://github.com/traitecoevo/APD/0000132>,<http://terminologies.gfbio.org/terms/ETS/expectedUnit>,'mg/g'^^[xsd:string]
<https://github.com/traitecoevo/APD/0000132>,<https://w3id.org/uom/UCUM_code>,'mg/g'^^[xsd:string]
<https://github.com/traitecoevo/APD/0000132>,<http://terminologies.gfbio.org/terms/ETS/expectedUnit>,<https://w3id.org/uom/mg.g-1>
<https://github.com/traitecoevo/APD/0000132>,<http://www.w3.org/2004/02/skos/core#broader>,<https://github.com/traitecoevo/APD/0000108>
<https://github.com/traitecoevo/APD/0000132>,<http://purl.org/dc/terms/created>,'14/07/2021'^^[xsd:date]
<https://github.com/traitecoevo/APD/0000132>,<http://www.w3.org/2004/02/skos/core#changeNote>,'senesced_leaf_Mg_per_dry_mass'^^[xsd:string]
<https://github.com/traitecoevo/APD/0000132>,<https://w3id.org/iadopt/ont/hasContextObject>,<http://purl.obolibrary.org/obo/PO_0025034>
<https://github.com/traitecoevo/APD/0000132>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#MeasuredCharacteristic>,<http://purl.obolibrary.org/obo/PATO_0000125>
<https://github.com/traitecoevo/APD/0000132>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#MeasuredCharacteristic>,<http://purl.dataone.org/odo/ECSO_00000619>
<https://github.com/traitecoevo/APD/0000132>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#MeasuredCharacteristic>,<http://purl.obolibrary.org/obo/PATO_0001470>
<https://github.com/traitecoevo/APD/0000132>,<http://semanticscience.org/resource/SIO_000147>,<http://purl.obolibrary.org/obo/CHEBI_25107>
<https://github.com/traitecoevo/APD/0000132>,<http://semanticscience.org/resource/SIO_000147>,<http://purl.obolibrary.org/obo/PATO_0001487>
<https://github.com/traitecoevo/APD/0000132>,<http://semanticscience.org/resource/SIO_000147>,<http://purl.obolibrary.org/obo/CHEBI_27027>
<https://github.com/traitecoevo/APD/0000132>,<http://semanticscience.org/resource/SIO_000147>,<http://purl.obolibrary.org/obo/ENVO_01000628>
<https://github.com/traitecoevo/APD/0000132>,<http://www.w3.org/2004/02/skos/core#exactMatch>,'Litter magnesium content per litter dry mass [TOP591] (https://top-thesaurus.org/index)'^^[xsd:string]
<https://github.com/traitecoevo/APD/0000132>,<http://www.w3.org/2004/02/skos/core#exactMatch>,'Litter (leaf) magnesium (Mg) content per leaf litter dry mass [TRY:952] (https://www.try-db.org/de/de.php)'^^[xsd:string]
<https://github.com/traitecoevo/APD/0000134>,<http://www.w3.org/2004/02/skos/core#altLabel>,'leaf_senesced_Mn_per_dry_mass'^^[xsd:string]
<https://github.com/traitecoevo/APD/0000134>,<http://www.w3.org/2000/01/rdf-schema#label>,'Senesced leaf manganese (Mn) content per unit leaf dry mass'^^[xsd:string]
<https://github.com/traitecoevo/APD/0000134>,<http://purl.org/dc/terms/description>,'The ratio [PATO:0001470] of the mass [PATO:0000125] of manganese [CHEBI:18291] in a senescent [PATO:0001487] leaf [PO:0025034] (leaf litter [ENVO:01000628]) to the senescent leaf dry mass [TO:0001014].'@en
<https://github.com/traitecoevo/APD/0000134>,<http://www.w3.org/2000/01/rdf-schema#comment>,"'Includes measurements on leaf analogs, including cladodes and phylloclades.'@en"
<https://github.com/traitecoevo/APD/0000134>,<http://www.w3.org/2004/02/skos/core#inScheme>,'https://github.com/traitecoevo/APD'^^[xsd:string]
<https://github.com/traitecoevo/APD/0000134>,<http://terminologies.gfbio.org/terms/ETS/valueType>,<http://purl.obolibrary.org/obo/STATO_0000251>
<https://github.com/traitecoevo/APD/0000134>,<http://terminologies.gfbio.org/terms/ETS/minAllowedValue>,'1'^^[xsd:double]
<https://github.com/traitecoevo/APD/0000134>,<http://terminologies.gfbio.org/terms/ETS/maxAllowedValue>,'10000'^^[xsd:double]
<https://github.com/traitecoevo/APD/0000134>,<http://terminologies.gfbio.org/terms/ETS/expectedUnit>,'mg/kg'^^[xsd:string]
<https://github.com/traitecoevo/APD/0000134>,<https://w3id.org/uom/UCUM_code>,'mg/kg'^^[xsd:string]
<https://github.com/traitecoevo/APD/0000134>,<http://terminologies.gfbio.org/terms/ETS/expectedUnit>,<https://w3id.org/uom/mg.kg-1>
<https://github.com/traitecoevo/APD/0000134>,<http://www.w3.org/2004/02/skos/core#broader>,<https://github.com/traitecoevo/APD/0000108>
<https://github.com/traitecoevo/APD/0000134>,<http://purl.org/dc/terms/created>,'14/07/2021'^^[xsd:date]
<https://github.com/traitecoevo/APD/0000134>,<http://www.w3.org/2004/02/skos/core#changeNote>,'senesced_leaf_Mn_per_dry_mass'^^[xsd:string]
<https://github.com/traitecoevo/APD/0000134>,<https://w3id.org/iadopt/ont/hasContextObject>,<http://purl.obolibrary.org/obo/PO_0025034>
<https://github.com/traitecoevo/APD/0000134>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#MeasuredCharacteristic>,<http://purl.obolibrary.org/obo/PATO_0000125>
<https://github.com/traitecoevo/APD/0000134>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#MeasuredCharacteristic>,<http://purl.dataone.org/odo/ECSO_00000619>
<https://github.com/traitecoevo/APD/0000134>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#MeasuredCharacteristic>,<http://purl.obolibrary.org/obo/PATO_0001470>
<https://github.com/traitecoevo/APD/0000134>,<http://semanticscience.org/resource/SIO_000147>,<http://purl.obolibrary.org/obo/CHEBI_18291>
<https://github.com/traitecoevo/APD/0000134>,<http://semanticscience.org/resource/SIO_000147>,<http://purl.obolibrary.org/obo/PATO_0001487>
<https://github.com/traitecoevo/APD/0000134>,<http://semanticscience.org/resource/SIO_000147>,<http://purl.obolibrary.org/obo/CHEBI_27027>
<https://github.com/traitecoevo/APD/0000134>,<http://semanticscience.org/resource/SIO_000147>,<http://purl.obolibrary.org/obo/ENVO_01000628>
<https://github.com/traitecoevo/APD/0000134>,<http://www.w3.org/2004/02/skos/core#exactMatch>,'Litter manganese content per litter dry mass [TOP592] (https://top-thesaurus.org/index)'^^[xsd:string]
<https://github.com/traitecoevo/APD/0000134>,<http://www.w3.org/2004/02/skos/core#exactMatch>,'Litter (leaf) manganese (Mn) content per leaf litter dry mass [TRY:953] (https://www.try-db.org/de/de.php)'^^[xsd:string]
<https://github.com/traitecoevo/APD/0000136>,<http://www.w3.org/2004/02/skos/core#altLabel>,'leaf_senesced_Mo_per_dry_mass'^^[xsd:string]
<https://github.com/traitecoevo/APD/0000136>,<http://www.w3.org/2000/01/rdf-schema#label>,'Senesced leaf molybdenum (Mo) content per unit leaf dry mass'^^[xsd:string]
<https://github.com/traitecoevo/APD/0000136>,<http://purl.org/dc/terms/description>,'The ratio [PATO:0001470] of the mass [PATO:0000125] of molybdenum [CHEBI:28685] in a senescent [PATO:0001487] leaf [PO:0025034] (leaf litter [ENVO:01000628]) to the senescent leaf dry mass [TO:0001014].'@en
<https://github.com/traitecoevo/APD/0000136>,<http://www.w3.org/2000/01/rdf-schema#comment>,"'Includes measurements on leaf analogs, including cladodes and phylloclades.'@en"
<https://github.com/traitecoevo/APD/0000136>,<http://www.w3.org/2004/02/skos/core#inScheme>,'https://github.com/traitecoevo/APD'^^[xsd:string]
<https://github.com/traitecoevo/APD/0000136>,<http://terminologies.gfbio.org/terms/ETS/valueType>,<http://purl.obolibrary.org/obo/STATO_0000251>
<https://github.com/traitecoevo/APD/0000136>,<http://terminologies.gfbio.org/terms/ETS/minAllowedValue>,'0'^^[xsd:double]
<https://github.com/traitecoevo/APD/0000136>,<http://terminologies.gfbio.org/terms/ETS/maxAllowedValue>,'30'^^[xsd:double]
<https://github.com/traitecoevo/APD/0000136>,<http://terminologies.gfbio.org/terms/ETS/expectedUnit>,'mg/kg'^^[xsd:string]
<https://github.com/traitecoevo/APD/0000136>,<https://w3id.org/uom/UCUM_code>,'mg/kg'^^[xsd:string]
<https://github.com/traitecoevo/APD/0000136>,<http://terminologies.gfbio.org/terms/ETS/expectedUnit>,<https://w3id.org/uom/mg.kg-1>
<https://github.com/traitecoevo/APD/0000136>,<http://www.w3.org/2004/02/skos/core#broader>,<https://github.com/traitecoevo/APD/0000108>
<https://github.com/traitecoevo/APD/0000136>,<http://purl.org/dc/terms/created>,'14/07/2021'^^[xsd:date]
<https://github.com/traitecoevo/APD/0000136>,<http://www.w3.org/2004/02/skos/core#changeNote>,'senesced_leaf_Mo_per_dry_mass'^^[xsd:string]
<https://github.com/traitecoevo/APD/0000136>,<https://w3id.org/iadopt/ont/hasContextObject>,<http://purl.obolibrary.org/obo/PO_0025034>
<https://github.com/traitecoevo/APD/0000136>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#MeasuredCharacteristic>,<http://purl.obolibrary.org/obo/PATO_0000125>
<https://github.com/traitecoevo/APD/0000136>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#MeasuredCharacteristic>,<http://purl.dataone.org/odo/ECSO_00000619>
<https://github.com/traitecoevo/APD/0000136>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#MeasuredCharacteristic>,<http://purl.obolibrary.org/obo/PATO_0001470>
<https://github.com/traitecoevo/APD/0000136>,<http://semanticscience.org/resource/SIO_000147>,<http://purl.obolibrary.org/obo/CHEBI_28685>
<https://github.com/traitecoevo/APD/0000136>,<http://semanticscience.org/resource/SIO_000147>,<http://purl.obolibrary.org/obo/PATO_0001487>
<https://github.com/traitecoevo/APD/0000136>,<http://semanticscience.org/resource/SIO_000147>,<http://purl.obolibrary.org/obo/CHEBI_27027>
<https://github.com/traitecoevo/APD/0000136>,<http://semanticscience.org/resource/SIO_000147>,<http://purl.obolibrary.org/obo/ENVO_01000628>
<https://github.com/traitecoevo/APD/0000136>,<http://www.w3.org/2004/02/skos/core#exactMatch>,'Litter molybdenum content per litter dry mass [TOP593] (https://top-thesaurus.org/index)'^^[xsd:string]
<https://github.com/traitecoevo/APD/0000136>,<http://www.w3.org/2004/02/skos/core#exactMatch>,'Litter molybdenium (Mo) content per litter dry mass [TRY:999] (https://www.try-db.org/de/de.php)'^^[xsd:string]
<https://github.com/traitecoevo/APD/0000138>,<http://www.w3.org/2004/02/skos/core#altLabel>,'leaf_senesced_N_per_dry_mass'^^[xsd:string]
<https://github.com/traitecoevo/APD/0000138>,<http://www.w3.org/2000/01/rdf-schema#label>,'Senesced leaf nitrogen (N) content per unit leaf dry mass'^^[xsd:string]
<https://github.com/traitecoevo/APD/0000138>,<http://purl.org/dc/terms/description>,'The ratio [PATO:0001470] of the mass [PATO:0000125] of nitrogen [CHEBI:25555] in a senescent [PATO:0001487] leaf [PO:0025034] (leaf litter [ENVO:01000628]) to the senescent leaf dry mass [TO:0001014].'@en
<https://github.com/traitecoevo/APD/0000138>,<http://www.w3.org/2000/01/rdf-schema#comment>,"'Includes measurements on leaf analogs, including cladodes and phylloclades.'@en"
<https://github.com/traitecoevo/APD/0000138>,<http://www.w3.org/2004/02/skos/core#inScheme>,'https://github.com/traitecoevo/APD'^^[xsd:string]
<https://github.com/traitecoevo/APD/0000138>,<http://terminologies.gfbio.org/terms/ETS/valueType>,<http://purl.obolibrary.org/obo/STATO_0000251>
<https://github.com/traitecoevo/APD/0000138>,<http://terminologies.gfbio.org/terms/ETS/minAllowedValue>,'1'^^[xsd:double]
<https://github.com/traitecoevo/APD/0000138>,<http://terminologies.gfbio.org/terms/ETS/maxAllowedValue>,'100'^^[xsd:double]
<https://github.com/traitecoevo/APD/0000138>,<http://terminologies.gfbio.org/terms/ETS/expectedUnit>,'mg/g'^^[xsd:string]
<https://github.com/traitecoevo/APD/0000138>,<https://w3id.org/uom/UCUM_code>,'mg/g'^^[xsd:string]
<https://github.com/traitecoevo/APD/0000138>,<http://terminologies.gfbio.org/terms/ETS/expectedUnit>,<https://w3id.org/uom/mg.g-1>
<https://github.com/traitecoevo/APD/0000138>,<http://www.w3.org/2004/02/skos/core#broader>,<https://github.com/traitecoevo/APD/0000108>
<https://github.com/traitecoevo/APD/0000138>,<http://purl.org/dc/terms/created>,'14/07/2021'^^[xsd:date]
<https://github.com/traitecoevo/APD/0000138>,<http://www.w3.org/2004/02/skos/core#changeNote>,'senesced_leaf_N_per_dry_mass'^^[xsd:string]
<https://github.com/traitecoevo/APD/0000138>,<https://w3id.org/iadopt/ont/hasContextObject>,<http://purl.obolibrary.org/obo/PO_0025034>
<https://github.com/traitecoevo/APD/0000138>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#MeasuredCharacteristic>,<http://purl.obolibrary.org/obo/PATO_0000125>
<https://github.com/traitecoevo/APD/0000138>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#MeasuredCharacteristic>,<http://purl.dataone.org/odo/ECSO_00000619>
<https://github.com/traitecoevo/APD/0000138>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#MeasuredCharacteristic>,<http://purl.obolibrary.org/obo/PATO_0001470>
<https://github.com/traitecoevo/APD/0000138>,<http://semanticscience.org/resource/SIO_000147>,<http://purl.obolibrary.org/obo/CHEBI_25555>
<https://github.com/traitecoevo/APD/0000138>,<http://semanticscience.org/resource/SIO_000147>,<http://purl.obolibrary.org/obo/PATO_0001487>
<https://github.com/traitecoevo/APD/0000138>,<http://semanticscience.org/resource/SIO_000147>,<http://purl.obolibrary.org/obo/CHEBI_33937>
<https://github.com/traitecoevo/APD/0000138>,<http://semanticscience.org/resource/SIO_000147>,<http://purl.obolibrary.org/obo/ENVO_01000628>
<https://github.com/traitecoevo/APD/0000138>,<http://www.w3.org/2004/02/skos/core#exactMatch>,'Litter nitrogen content per litter dry mass [TOP596] (https://top-thesaurus.org/index)'^^[xsd:string]
<https://github.com/traitecoevo/APD/0000138>,<http://www.w3.org/2004/02/skos/core#exactMatch>,'Litter (leaf) nitrogen (N) content per leaf litter dry mass [TRY:954] (https://www.try-db.org/de/de.php)'^^[xsd:string]
<https://github.com/traitecoevo/APD/0000140>,<http://www.w3.org/2004/02/skos/core#altLabel>,'leaf_senesced_Na_per_dry_mass'^^[xsd:string]
<https://github.com/traitecoevo/APD/0000140>,<http://www.w3.org/2000/01/rdf-schema#label>,'Senesced leaf sodium (Na) content per unit leaf dry mass'^^[xsd:string]
<https://github.com/traitecoevo/APD/0000140>,<http://purl.org/dc/terms/description>,'The ratio [PATO:0001470] of the mass [PATO:0000125] of sodium [CHEBI:26708] in a senescent [PATO:0001487] leaf [PO:0025034] (leaf litter [ENVO:01000628]) to the senescent leaf dry mass [TO:0001014].'@en
<https://github.com/traitecoevo/APD/0000140>,<http://www.w3.org/2000/01/rdf-schema#comment>,"'Includes measurements on leaf analogs, including cladodes and phylloclades.'@en"
<https://github.com/traitecoevo/APD/0000140>,<http://www.w3.org/2004/02/skos/core#inScheme>,'https://github.com/traitecoevo/APD'^^[xsd:string]
<https://github.com/traitecoevo/APD/0000140>,<http://terminologies.gfbio.org/terms/ETS/valueType>,<http://purl.obolibrary.org/obo/STATO_0000251>
<https://github.com/traitecoevo/APD/0000140>,<http://terminologies.gfbio.org/terms/ETS/minAllowedValue>,'100'^^[xsd:double]
<https://github.com/traitecoevo/APD/0000140>,<http://terminologies.gfbio.org/terms/ETS/maxAllowedValue>,'20000'^^[xsd:double]
<https://github.com/traitecoevo/APD/0000140>,<http://terminologies.gfbio.org/terms/ETS/expectedUnit>,'mg/kg'^^[xsd:string]
<https://github.com/traitecoevo/APD/0000140>,<https://w3id.org/uom/UCUM_code>,'mg/kg'^^[xsd:string]
<https://github.com/traitecoevo/APD/0000140>,<http://terminologies.gfbio.org/terms/ETS/expectedUnit>,<https://w3id.org/uom/mg.kg-1>
<https://github.com/traitecoevo/APD/0000140>,<http://www.w3.org/2004/02/skos/core#broader>,<https://github.com/traitecoevo/APD/0000108>
<https://github.com/traitecoevo/APD/0000140>,<http://purl.org/dc/terms/created>,'14/07/2021'^^[xsd:date]
<https://github.com/traitecoevo/APD/0000140>,<http://www.w3.org/2004/02/skos/core#changeNote>,'senesced_leaf_Na_per_dry_mass'^^[xsd:string]
<https://github.com/traitecoevo/APD/0000140>,<https://w3id.org/iadopt/ont/hasContextObject>,<http://purl.obolibrary.org/obo/PO_0025034>
<https://github.com/traitecoevo/APD/0000140>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#MeasuredCharacteristic>,<http://purl.obolibrary.org/obo/PATO_0000125>
<https://github.com/traitecoevo/APD/0000140>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#MeasuredCharacteristic>,<http://purl.dataone.org/odo/ECSO_00000619>
<https://github.com/traitecoevo/APD/0000140>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#MeasuredCharacteristic>,<http://purl.obolibrary.org/obo/PATO_0001470>
<https://github.com/traitecoevo/APD/0000140>,<http://semanticscience.org/resource/SIO_000147>,<http://purl.obolibrary.org/obo/CHEBI_26708>
<https://github.com/traitecoevo/APD/0000140>,<http://semanticscience.org/resource/SIO_000147>,<http://purl.obolibrary.org/obo/PATO_0001487>
<https://github.com/traitecoevo/APD/0000140>,<http://semanticscience.org/resource/SIO_000147>,<http://purl.obolibrary.org/obo/CHEBI_27027>
<https://github.com/traitecoevo/APD/0000140>,<http://semanticscience.org/resource/SIO_000147>,<http://purl.obolibrary.org/obo/ENVO_01000628>
