label,scheme,traitID
Digitate leaf,http://top-thesaurus.org/trait#,TOP234
Leaf magnesium content per leaf area,http://top-thesaurus.org/trait#,TOP476
Plant life form,http://top-thesaurus.org/trait#,TOP210
Litter calcium content per litter dry mass,http://top-thesaurus.org/trait#,TOP585
Plant trait,http://top-thesaurus.org/trait#,TOP2
Branch coarse woody debris sodium content per branch coarse woody debris dry mass,http://top-thesaurus.org/trait#,TOP670
Leaf sugar content per leaf dry mass,http://top-thesaurus.org/trait#,TOP919
Leaf volume trait,http://top-thesaurus.org/trait#,TOP29
Monopodial-deliquescent stem,http://top-thesaurus.org/trait#,TOP146
Plant life span,http://top-thesaurus.org/trait#,TOP255
Leaf cobalt content per leaf area,http://top-thesaurus.org/trait#,TOP473
Bark potassium content per bark dry mass,http://top-thesaurus.org/trait#,TOP388
Pseudogamous plant,http://top-thesaurus.org/trait#,TOP122
Rhombic leaf,http://top-thesaurus.org/trait#,TOP231
Stem respiration rate per stem dry mass,http://top-thesaurus.org/trait#,TOP364
Stem manganese content per stem dry mass,http://top-thesaurus.org/trait#,TOP497
Insect pollinated flower,http://top-thesaurus.org/trait#,TOP340
Seed zinc content per seed dry mass,http://top-thesaurus.org/trait#,TOP582
Shoot nitrogen content per shoot dry mass,http://top-thesaurus.org/trait#,TOP691
Leaflet lamina area,http://top-thesaurus.org/trait#,TOP28
Bark silicon content per bark dry mass,http://top-thesaurus.org/trait#,TOP389
Sympodial stem,http://top-thesaurus.org/trait#,TOP147
Root respiration rate per root surface area,http://top-thesaurus.org/trait#,TOP365
Leaf copper content per leaf area,http://top-thesaurus.org/trait#,TOP474
Plant reproduction type,http://top-thesaurus.org/trait#,TOP123
Plant species floristic zone,http://top-thesaurus.org/trait#,TOP256
Litter aluminium content per litter dry mass,http://top-thesaurus.org/trait#,TOP583
Stem molybdenum content per stem dry mass,http://top-thesaurus.org/trait#,TOP498
Bat pollinated flower,http://top-thesaurus.org/trait#,TOP341
Lobate leaf,http://top-thesaurus.org/trait#,TOP232
Measurement,http://top-thesaurus.org/trait#,TOP0
Leaf boron content per leaf dry mass,http://top-thesaurus.org/trait#,TOP450
Shoot phosphorus content per shoot dry mass,http://top-thesaurus.org/trait#,TOP692
Boreal population,http://top-thesaurus.org/trait#,TOP808
Branch wood sugar content per branch wood dry mass,http://top-thesaurus.org/trait#,TOP917
Hypocotyl bulb,http://top-thesaurus.org/trait#,TOP168
Stem iron content per stem dry mass,http://top-thesaurus.org/trait#,TOP495
Extensive-stemmed,http://top-thesaurus.org/trait#,TOP144
White flower,http://top-thesaurus.org/trait#,TOP253
Bark nitrogen content per bark dry mass,http://top-thesaurus.org/trait#,TOP386
Seed silicon content per seed dry mass,http://top-thesaurus.org/trait#,TOP580
Plant apomixis type,http://top-thesaurus.org/trait#,TOP120
Leaf dark respiration rate per leaf dry mass,http://top-thesaurus.org/trait#,TOP362
Leaf carbon content per leaf area,http://top-thesaurus.org/trait#,TOP471
Shoot trait,http://top-thesaurus.org/trait#,TOP5
Cotyledon sugar content per cotyledon dry mass,http://top-thesaurus.org/trait#,TOP918
Arctic population,http://top-thesaurus.org/trait#,TOP809
Thickened primary root,http://top-thesaurus.org/trait#,TOP169
Bark phosphorus content per bark dry mass,http://top-thesaurus.org/trait#,TOP387
Stem magnesium content per stem dry mass,http://top-thesaurus.org/trait#,TOP496
Monopodial-excurrent stem,http://top-thesaurus.org/trait#,TOP145
Stem respiration rate per stem surface area,http://top-thesaurus.org/trait#,TOP363
Autonomous plant,http://top-thesaurus.org/trait#,TOP121
Leaf life span,http://top-thesaurus.org/trait#,TOP254
Eliptic leaf,http://top-thesaurus.org/trait#,TOP230
Shoot nickel content per shoot dry mass,http://top-thesaurus.org/trait#,TOP690
Leaf chlorine content per leaf area,http://top-thesaurus.org/trait#,TOP472
Seed sulfur content per seed dry mass,http://top-thesaurus.org/trait#,TOP581
Leaf trait,http://top-thesaurus.org/trait#,TOP6
Submeridional population,http://top-thesaurus.org/trait#,TOP806
Specific second order fine root length,http://top-thesaurus.org/trait#,TOP939
Wood sugar content per wood dry mass trait,http://top-thesaurus.org/trait#,TOP915
Gynomonoecious plant,http://top-thesaurus.org/trait#,TOP299
Plant storage organ,http://top-thesaurus.org/trait#,TOP166
Cushion,http://top-thesaurus.org/trait#,TOP142
Various colored flower,http://top-thesaurus.org/trait#,TOP251
Bark sodium content per bark dry mass,http://top-thesaurus.org/trait#,TOP384
Whole plant trait,http://top-thesaurus.org/trait#,TOP3
Stem photosynthetic rate per stem dry mass,http://top-thesaurus.org/trait#,TOP360
Stem cobalt content per stem dry mass,http://top-thesaurus.org/trait#,TOP493
Temperate population,http://top-thesaurus.org/trait#,TOP807
Stem wood sugar content per stem wood dry mass,http://top-thesaurus.org/trait#,TOP916
Tufted shoot,http://top-thesaurus.org/trait#,TOP167
Bark nickel content per bark dry mass,http://top-thesaurus.org/trait#,TOP385
Tussock,http://top-thesaurus.org/trait#,TOP143
Leaf dark respiration rate per leaf area,http://top-thesaurus.org/trait#,TOP361
Leaf calcium content per leaf area,http://top-thesaurus.org/trait#,TOP470
Violet flower,http://top-thesaurus.org/trait#,TOP252
Stem copper content per stem dry mass,http://top-thesaurus.org/trait#,TOP494
Root trait,http://top-thesaurus.org/trait#,TOP4
